,0
189,"['autotuning', 'technique', 'performance-portable', 'point', 'set', 'registration', '3d', 'present', 'autotuning', 'approach', 'applied', 'exhaustive', 'performance', 'engineering', 'em-icp', 'algorithm', 'point', 'set', 'registration', 'problem', 'known', 'reference', 'able', 'achieve', 'progressively', 'higher', 'performance', 'level', 'variety', 'code', 'transformation', 'automated', 'procedure', 'generating', 'large', 'number', 'implementation', 'variant', 'furthermore', 'managed', 'exploit', 'code', 'pattern', 'common', 'attempting', 'manual', 'optimization', 'yielded', 'test', 'better', 'performance', 'chosen', 'registration', 'algorithm', 'finally', 'also', 'show', 'maintained', 'high', 'level', 'performance', 'rate', 'portable', 'fashion', 'across', 'wide', 'range', 'hardware', 'platform', 'including', 'multicore', 'manycore', 'coprocessors', 'accelerator', 'hardware', 'class', 'much', 'different', 'others', 'consequently', 'reliably', 'mastered', 'single', 'developer', 'short', 'time', 'required', 'deliver', 'close-to-optimal', 'implementation', 'assert', 'concluding', 'remark', 'methodology', 'well', 'presented', 'tool', 'provide', 'valid', 'automation', 'system', 'software', 'optimization', 'task', 'modern', 'hpc', 'hardware']"
190,"['scalable', 'hybrid', 'mesh', 'cabaret', 'mile', 'method', 'matis-h', 'problem', 'high-resolution', 'cabaret', 'code', 'applied', 'solving', 'navier-stokes', 'equation', 'framework', 'monotonically', 'integrated', 'le', 'approach', 'matis-h', 'problem', 'code', 'based', 'generalisation', 'low-dissipative', 'low-dispersive', 'non-oscillatory', 'cabaret', 'scheme', 'hybrid', 'topology', 'mesh', 'supercomputing', 'framework', 'solution', 'time-averaged', 'field', 'velocity', 'circulation', 'reported', 'show', 'relatively', 'small', 'sensitivity', 'grid', 'density', 'comparison', 'experiment', 'data', 'available', 'provided']"
193,"['three-dimensional', 'inversion', 'electromagnetic', 'geophysical', 'data', 'parallel', 'computational', 'code', 'supercomputer', 'complex', 'lomonosov', 'usage', '2d', 'inversion', 'magnetotelluric', 'data', 'real', 'geological', 'object', 'cause', 'distortion', 'often', 'used', 'commercial', 'project', 'effectiveness', 'great', 'experience', 'whereas', 'case', '3d', 'inversion', 'great', 'experience', 'number', 'global', 'problem', 'switching', '3d', 'inversion', 'mt', 'data', 'requirement', 'computer', 'technology', 'significantly', 'increased', 'paper', 'discus', 'example', '3d', 'inversion', 'electromagnetic', 'geophysical', 'field', 'data', 'usage', 'lomonosov', 'supercomputer', 'show', 'effectiveness', 'several', 'geological', 'object', 'object', 'associated', 'variety', 'problem', 'search', 'shallow', 'ore', 'regional', 'hydrocarbon', 'exploration', 'object', 'contain', 'large', 'volume', 'measurement', 'obtaining', 'qualitative', 'result', 'requires', 'huge', 'amount', 'time', 'use', '3d', 'inversion', 'high-performance', 'computational', 'complex', 'make', 'possible', 'obtain', 'qualitative', 'result', 'solving', 'wide', 'range', 'problem']"
194,"['simulating', 'long-timescale', 'structural', 'behavior', 'bacterial', 'influenza', 'neuraminidases', 'different', 'hpc', 'resource', 'understanding', 'conformational', 'dynamic', 'affect', 'ligand', 'binding', 'neuraminidases', 'needed', 'improve', 'silico', 'selection', 'novel', 'drug', 'candidate', 'targeting', 'pathogenicity', 'factor', 'adequately', 'estimate', 'efficacy', 'potential', 'drug', 'conventional', 'molecular', 'dynamic', 'md', 'powerful', 'tool', 'study', 'conformational', 'sampling', 'drug-target', 'recognition', 'binding', 'requires', 'significant', 'computational', 'effort', 'reach', 'timescales', 'relevant', 'biology', 'work', 'advance', 'computer', 'power', 'specialized', 'architecture', 'evaluated', 'simulating', 'long', 'md', 'trajectory', 'structural', 'behavior', 'neuraminidases', 'conclude', 'modern', 'gpu', 'accelerator', 'enable', 'calculation', 'timescales', 'would', 'previously', 'intractable', 'providing', 'routine', 'access', 'microsecond-long', 'trajectory', 'daily', 'laboratory', 'practice', 'open', 'opportunity', 'move', 'away', 'static', 'affinity-driven', 'strategy', 'drug', 'design', 'towards', 'deeper', 'understanding', 'ligand-specific', 'conformational', 'adaptation', 'target', 'site', 'protein', 'structure', 'leading', 'better', 'selection', 'efficient', 'drug', 'candidate', 'silico', 'however', 'performance', 'modern', 'gpus', 'yet', 'far', 'behind', 'deeply-specialized', 'supercomputer', 'co-designed', 'md', 'development', 'affordable', 'specialized', 'architecture', 'needed', 'move', 'towards', 'much-desired', 'millisecond', 'timescale', 'simulate', 'large', 'protein', 'daily', 'routine']"
195,"['parallel', 'gpu-based', 'implementation', 'one-way', 'wave', 'equation', 'migration', 'present', 'original', 'algorithm', 'seismic', 'imaging', 'based', 'depth', 'wavefield', 'extrapolation', 'one-way', 'wave', 'equation', 'parallel', 'implementation', 'algorithm', 'based', 'several', 'level', 'parallelism', 'input', 'data', 'parallelism', 'allows', 'processing', 'full', 'coverage', 'area', 'one', 'square', 'km', 'thus', 'data', 'divided', 'several', 'subset', 'subset', 'processed', 'single', 'mpi', 'process', 'mathematical', 'approach', 'allows', 'dealing', 'frequency', 'independently', 'treating', 'solution', 'layer-by-layer', 'thus', 'set', '2d', 'cross-sections', 'instead', 'initial', '3d', 'common-offset', 'vector', 'gather', 'processed', 'simultaneously', 'part', 'algorithm', 'implemented', 'suing', 'gpu', 'next', 'common-offset', 'vector', 'image', 'stacked', 'processed', 'stored', 'independently', 'result', 'designed', 'implemented', 'parallel', 'algorithm', 'based', 'use', 'cpu-gpu', 'architecture', 'allows', 'computing', 'common-offset', 'vector', 'image', 'using', 'one-way', 'wave', 'equation-based', 'amplitude', 'preserving', 'migration', 'algorithm', 'used', 'compute', 'seismic', 'image', 'real', 'seismic', 'land', 'data']"
197,"['high-performance', 'computational', 'modeling', 'chromosome', 'structure', 'present', 'polymer', 'modeling', 'approach', 'generate', 'ensemble', '3d', 'chromosome', 'conformation', 'different', 'time', 'point', 'mitosis-interphase', 'transition', 'dynamic', 'structure', 'mitosis-g1', 'transition', 'indicates', 'quick', 'slow', 'stage', 'chromosome', 'shape', 'alteration', 'intermediate', 'late', 'time', 'scale', 'change', 'chromosome', 'compaction', 'small', 'ass', 'time', 'dependence', 'contact', 'map', 'establishment', 'g1', 'calculate', 'contact', 'map', 'different', 'time', 'mitotic', 'decondensation', 'demonstrate', 'pattern', 'contact', 'observed', 'soon', 'mitotic', 'decondensation', 'remain', 'similar', 'g1', 'whole', 'contact', 'map', 'mouse', 'chromosome', 'late', 'g1', 'time', 'correlate', 'experimental', 'chromosome', 'conformation', 'capture', 'data', 'simulation', 'reproduce', 'main', 'experimental', 'finding', 'contact', 'map', 'persistence', 'g1', 'well', 'specific', 'pattern', 'long-range', 'interaction', 'interphase', 'chromosome', 'result', 'suggest', 'spatial', 'compartmentalization', 'interphase', 'chromosome', 'driven', 'interaction', 'different', 'type', 'megabase', 'sized', 'chromatin', 'domain', 'formation', 'globular', 'chromosome', 'state', 'end', 'mitotis', 'g1', 'transition']"
198,"['numerical', 'simulation', 'structural', 'chromosomal', 'instability', 'origin', 'dose-response', 'curve', 'radiation-induced', 'chromosomal', 'instability', 'ci', 'studied', 'using', 'mechanistic', 'ci', 'model', 'model', 'take', 'account', 'dna', 'damage', 'generation', 'repair', 'progeny', 'irradiated', 'cell', 'cell', 'passage', 'mitotic', 'cycle', 'consider', 'formation', 'dna', 'double-strand', 'break', 'dsbs', 'de', 'novo', 'phase', 'predominantly', 'chromatid-type', 'aberration', 'formed', 'among', 'sister', 'chromatid', 'exchange', 'isochromatid', 'deletion', 'type', 'chromatid', 'dicentrics', 'primary', 'interest', 'cell', 'enters', 'mitosis', 'fate', 'chromosomal', 'aberration', 'depends', 'type', 'chromosomal', 'chromatid', 'fragment', 'entered', 'mitosis', 'either', 'transmitted', 'one', 'daughter', 'cell', 'lost', 'chromatid', 'dicentric', 'mitosis', 'form', 'anaphase', 'bridge', 'mechanistic', 'assumption', 'used', 'demonstrate', 'dose-response', 'curve', 'closely', 'related', 'dynamic', 'curve', 'ci', 'principle', 'underlying', 'relationship', 'analyzed']"
200,"['gpu-based', 'implementation', 'discrete', 'element', 'method', 'simulation', 'geological', 'fault', 'geometry', 'position', 'present', 'algorithm', 'numerical', 'simulation', 'geological', 'fault', 'formation', 'approach', 'based', 'discrete', 'element', 'method', 'allows', 'modeling', 'deformation', 'structural', 'discontinuity', 'upper', 'part', 'earth', 'crust', 'discrete', 'element', 'method', 'medium', 'represented', 'combination', 'discrete', 'particle', 'interact', 'elastic', 'viscoelastic', 'body', 'additionally', 'external', 'potential', 'force', 'example', 'gravitational', 'force', 'may', 'introduced', 'time', 'step', 'full', 'set', 'force', 'acting', 'particle', 'computed', 'position', 'particle', 'evaluated', 'base', 'newtonian', 'mechanic', 'implement', 'algorithm', 'using', 'cuda', 'technology', 'simulate', 'single', 'statistical', 'realization', 'model', 'whereas', 'mpi', 'used', 'parallelize', 'respect', 'different', 'statistical', 'realization', 'obtained', 'numerical', 'result', 'show', 'low', 'dip', 'angle', 'tectonic', 'displacement', 'relatively', 'narrow', 'fault', 'form', 'whereas', 'high', 'dip', 'angle', 'tectonic', 'displacement', 'lead', 'wide', 'v-shaped', 'deformation', 'zone']"
202,"['modelling', 'quantum', 'qubit', 'behaviour', 'future', 'quantum', 'computer', 'work', 'deal', 'quantum', 'qubit', 'modelling', 'based', 'silicon', 'material', 'embedded', 'phosphorus', 'atom', 'future', 'quantum', 'computer', 'built', 'basis', 'qubit', 'building', 'atomic', 'model', 'bulk', 'crystalline', 'silicon', 'silicene', 'well', 'calculation', 'total', 'energy', 'performed', 'using', 'quantum', 'espresso', 'software', 'package', 'using', 'highperformance', 'computing', 'hpc', 'silicon', 'phosphorus', 'atom', 'generalized', 'gradient', 'approximation', 'gga', 'used', 'term', 'spin-orbit', 'non-collinear', 'interaction', 'mean', 'quantum', 'espresso', 'package', 'equilibrium', 'orientation', 'phosphorus', 'qubit', 'spin', 'localization', 'wave', 'function', '2d', 'bulk', 'crystalline', 'silicon', 'phase', 'theoretically', 'investigated', 'mean', 'quantum-mechanical', 'calculation', 'existence', 'exchange', 'interaction', 'qubits', 'confirmed', 'lead', 'change', 'wave', 'function', 'localization', 'spin', 'orientation', 'case', 'silicene', 'interaction', 'stronger']"
204,"['benchmarking', 'quantum', 'chemistry', 'method', 'calculation', 'electronic', 'excitation', 'quantum', 'chemistry', 'method', 'applied', 'obtain', 'numerical', 'solution', 'schr', 'odinger', 'equation', 'molecular', 'system', 'calculation', 'transition', 'electronic', 'state', 'large', 'molecule', 'present', 'one', 'greatest', 'challenge', 'field', 'require', 'use', 'supercomputer', 'resource', 'work', 'describe', 'result', 'benchmark', 'calculation', 'electronic', 'excitation', 'protein', 'domain', 'designed', 'engineer', 'novel', 'fluorescent', 'marker', 'operating', 'near-infrared', 'region', 'demonstrate', 'complex', 'system', 'efficiently', 'modeled', 'hybrid', 'qunatum', 'mechanics/molecular', 'mechanic', 'approach', 'qm/mm', 'using', 'modern', 'supercomputer', 'specifically', 'time-dependent', 'density', 'functional', 'theory', 'td-dft', 'method', 'primarily', 'tested', 'respect', 'performance', 'accuracy', 'game', 'u', 'nwchem', 'software', 'benchmarked', 'direct', 'storage-based', 'tddft', 'calculation', 'hybrid', 'b3lyp', 'density', 'functional', 'showing', 'good', 'scaling', 'node', 'note', 'conventional', 'scf', 'calculation', 'greatly', 'outperform', 'direct', 'scf', 'calculation', 'test', 'system', 'accuracy', 'td-dft', 'excitation', 'energy', 'estimated', 'comparison', 'accurate', 'ab', 'initio', 'xmcqdpt2', 'method']"
205,"['multiscale', 'simulation', 'approach', 'crosslinked', 'polymer', 'matrix', 'atomistic', 'molecular', 'dynamic', 'simulation', 'usually', 'cover', 'limited', 'range', 'space', 'time', 'thus', 'material', 'like', 'polymer', 'resin', 'network', 'property', 'formed', 'macroscopic', 'scale', 'hard', 'study', 'thoroughly', 'using', 'molecular', 'dynamic', 'work', 'present', 'multiscale', 'simulation', 'methodology', 'overcome', 'shortcoming', 'demonstrate', 'effectiveness', 'conducted', 'study', 'thermal', 'mechanical', 'property', 'complex', 'polymer', 'matrix', 'establish', 'direct', 'correspondence', 'simulation', 'experimental', 'result', 'believe', 'methodology', 'successfully', 'used', 'predictive', 'simulation', 'broad', 'range', 'polymer', 'matrix', 'glassy', 'state']"
206,"['application', 'high', 'performance', 'computing', 'comparison', 'two', 'highly', 'branched', 'lysine', 'molecule', 'different', 'topology', 'high', 'performance', 'computation', 'performed', 'comparison', 'size', 'property', 'big', 'heavily', 'charged', 'biocompatible', 'molecule', 'complex', 'topology', 'water', 'lysine', 'dendrimer', 'short', 'dendritic', 'brush', 'molecular', 'weight', 'studied', 'molecular', 'dynamic', 'simulation', 'method', 'gromacs', 'software', 'package', 'size', 'structural', 'property', 'two', 'system', 'compared', 'shown', 'dendritic', 'brush', 'smaller', 'size', 'dense', 'core', 'dendrimer', 'radial', 'density', 'profile', 'molecule', 'monotonous', 'minimum', 'near', 'core', 'molecule', 'minimum', 'wider', 'deeper', 'dendrimer', 'dendritic', 'brush', 'thus', 'dendrimer', 'larger', 'region', 'low', 'density', 'dendritic', 'brush', 'suitable', 'use', 'encapsulation', 'delivery', 'hydrophobic', 'drug']"
207,"['developing', 'efficient', 'implementation', 'bellmanвђ', 'ford', 'forward-backward', 'graph', 'algorithm', 'nec', 'sx-ace', 'main', 'goal', 'work', 'demonstrate', 'development', 'data-intensive', 'appli-', 'cation', 'vector', 'system', 'important', 'interesting', 'also', 'possible', 'paper', 'describe', 'possible', 'implementation', 'two', 'fundamental', 'graph-processing', 'algorithm', 'nec', 'sx-ace', 'vector', 'computer', 'bellmanвђ', 'ford', 'algorithm', 'single', 'source', 'shortest', 'path', 'computation', 'forward-backward', 'algorithm', 'strongly', 'connected', 'component', 'detection', 'proposed', 'implementation', 'developed', 'optimised', 'accordance', 'feature', 'property', 'target', 'architecture', 'allowed', 'achieve', 'performance', 'comparable', 'traditional', 'platform', 'intel', 'skylake', 'intel', 'knight', 'landing', 'ibm', 'power', 'processor']"
208,"['application', 'high', 'performance', 'computing', 'bornвђ', 'oppenheimer', 'molecular', 'dynamic', 'complex', 'formation', 'aqueous', 'solution', 'progress', 'supercomputer', 'technology', 'initiated', 'development', 'method', 'computational', 'chemistry', 'application', 'particularly', 'molecular', 'dynamic', 'simulation', 'ab', 'initio', 'potential', 'new', 'method', 'allow', 'solve', 'important', 'problem', 'chemistry', 'technology', 'particularly', 'solvent', 'extraction', 'separation', 'technique', 'widely', 'used', 'decrease', 'amount', 'radioactive', 'waste', 'especially', 'radioactive', 'caesium', 'isotope', 'present', 'liquid', 'phase', 'demonstrated', 'calculated', 'binding', 'constant', 'alkali', 'cation', 'calix', '[', ']', 'arene', 'differ', 'time', 'cs+', 'na+', 'ion', 'good', 'agreement', 'experimental', 'value', 'report', 'result', 'benchmark', 'calculation', 'model', 'system', 'composed', 'atom', 'described', 'density', 'functional', 'theory', 'approximation', 'gga-type', 'functional', 'pbe', 'empirical', 'dispersion', 'correction', 'd3', 'combined', 'basis', 'gaussian', 'function', 'plane', 'wave', 'dzvp', 'goedecker-teter-hutter', 'pseudopotentials', 'demonstrate', 'efficiency', 'calculation', 'decrease', 'half', 'amount', 'node', 'lomonosov-2', 'supercomputer']"
209,"['recent', 'progress', 'supercomputer', 'modelling', 'high-speed', 'rarefied', 'gas', 'flow', 'using', 'kinetic', 'equation', 'paper', 'contains', 'short', 'comparative', 'study', 'numerical', 'result', 'boltzmann', 'kinetic', 'equation', 'exact', 'model', 'collision', 'integral', 'problem', 'hypersonic', 'flow', 'monatomic', 'gas']"
210,"['analysis', 'effect', 'dispersion', 'force', 'dielectric', 'film', 'property', 'using', 'parallel', 'computing', 'paper', 'present', 'analysis', 'dispersion', 'force', 'effect', 'local', 'property', 'thin', 'free', 'film', 'using', 'coupled', 'fluctuated', 'dipole', 'method', 'developed', 'method', 'numerical', 'calculation', 'dielectric', 'property', 'film', 'different', 'lateral', 'size', 'thickness', 'studied', 'particular', 'molecular', 'polarizabilities', 'different', 'distance', 'film', 'interface', 'analyzed', 'shown', 'dispersion', 'interaction', 'molecule', 'even', 'case', 'nonpolar', 'liquid', 'weak', 'intermolecular', 'interaction', 'cause', 'notable', 'variation', 'dielectric', 'property', 'thin', 'film', 'associated', 'boundary', 'layer', 'formation', 'variation', 'turn', 'cause', 'strong', 'dependence', 'polarizability', 'accuracy', 'cut-off', 'radius', 'demonstrated', 'parallel', 'computing', 'algorithm', 'effectively', 'applied', 'obtaining', 'reliable', 'data', 'property', 'liquid', 'wetting', 'film', 'boundary', 'layer', 'even', 'resource-imposed', 'constraint', 'size', 'ensemble', 'molecule', 'handled', 'numerical', 'study']"
211,"['quantum', 'chemistry', 'research', 'interaction', '3d-transition', 'metal', 'ion', 'defective', 'graphene', 'supercomputer', 'base', 'quantum', 'chemistry', 'research', 'presented', 'article', 'concern', 'interaction', 'within', 'complex', 'formed', 'defective', 'graphene', 'cluster', 'ion', '3d-transition', 'metal', 'v', 'cr', 'mn', 'fe', 'co', 'ni', 'cu', 'charge', 'regarded', 'ion', 'calculation', 'made', 'udft', 'b3lyp/6-31g', 'level', 'theory', 'bsse', 'error', 'taken', 'account', 'strongest', 'interaction', 'defective', 'cluster', 'observed', 'case', 'co+', 'ion', 'time', 'ion', 'demonstrated', 'rather', 'weak', 'interaction', 'defect-free', 'graphene', 'thus', 'presence', 'co+', 'reaction', 'medium', 'increase', 'probability', 'defect', 'formation', 'forming', 'short', 'nanotube', 'curved', 'carbon', 'cluster', 'complex', 'topology']"
214,"['flux', 'splitting', 'method', 'shtc', 'model', 'high-performance', 'simulation', 'two-phase', 'flow', 'paper', 'propose', 'new', 'flux', 'splitting', 'approach', 'symmetric', 'hyperbolic', 'thermodynamically', 'compatible', 'shtc', 'equation', 'compressible', 'two-phase', 'flow', 'used', 'finite-volume', 'method', 'approach', 'based', 'splitting', 'entire', 'model', 'acoustic', 'pseudo-convective', 'submodels', 'associated', 'acoustic', 'system', 'numerically', 'solved', 'applying', 'hllc-type', 'riemann', 'solver', 'lagrangian', 'form', 'convective', 'part', 'pseudo-convective', 'submodel', 'solved', 'standart', 'upwind', 'scheme', 'part', 'pseudo-convective', 'submodel', 'apply', 'force', 'method', 'comparison', 'carried', 'unsplit', 'method', 'numerical', 'result', 'obtained', 'several', 'test', 'problem', 'result', 'show', 'good', 'agreement', 'exact', 'solution', 'reference', 'calculation']"
216,"['magnetic', 'property', 'laalo3/srtio3', 'heterostructure', 'modelled', 'supercomputer', 'oxide', 'heterostructure', 'composed', 'laalo3', 'lao', 'thin', 'film', 'top', 'srtio3', 'sto', 'substrate', 'best', 'known', 'example', 'system', 'metallic', 'state', 'formed', 'sto', 'layer', 'next', 'interface', '[', ']', 'frame', 'present', 'work', 'analyze', 'impact', 'oxygen', 'vacancy', 'hydrogen', 'dopants', 'located', 'alo2', 'surface', 'layer', 'tio2', 'interfacial', 'plane', 'lao/sto', 'heterostructure', 'onto', 'magnetic', 'property', 'performing', 'spin-polarized', 'calculation', 'based', 'density', 'functional', 'theory', 'dft', 'found', 'stable', 'local', 'magnetic', 'moment', 'formed', 'within', 'atomically', 'thin', 'magnetic', 'layer', 'interface', 'confirmed', 'agnetism', 'generated', 'oxygen', 'vacancy', 'located', 'either', 'surface', 'interface', 'addition', 'demonstrate', 'magnetic', 'moment', 'formation', 'hydrogen', 'dopants', 'located', 'interface', 'finally', 'case', 'two', 'defect', 'combination', 'investigated', 'negligibly', 'small', 'magnetic', 'moment', 'induction', 'found', 'take', 'place']"
217,"['optimization', 'bwb', 'aircraft', 'using', 'parallel', 'computing', 'nacelle', 'shape', 'optimization', 'blended', 'wing', 'body', 'bwb', 'performed', 'optimization', 'procedure', 'based', 'numerical', 'calculation', 'reynoldsвђ', 'averaged', 'navierвђ', 'stokes', 'equation', 'top', 'level', 'aircraft', 'requirement', 'formulated', 'agile', 'project', 'propulsion', 'system', 'designed', 'optimization', 'procedure', 'divided', 'two', 'step', 'first', 'step', 'isolated', 'nacelle', 'designed', 'optimized', 'cruise', 'regime', 'step', 'listed', 'paragraph', 'second', 'step', 'nacelle', 'position', 'airframe', 'optimized', 'find', 'optimum', 'solution', 'surrogateвђ', 'based', 'efficient', 'global', 'optimization', 'algorithm', 'used', 'automatic', 'structural', 'computational', 'mesh', 'creation', 'realized', 'effective', 'optimization', 'algorithm', 'working', 'whole', 'procedure', 'considered', 'context', 'third', 'generation', 'multidisciplinary', 'optimization', 'technique', 'developed', 'within', 'agile', 'project', 'project', 'new', 'technique', 'implemented', 'novel', 'aircraft', 'configuration', 'chosen', 'test', 'case', 'application', 'agile', 'technology', 'shown', 'optimization', 'technology', 'meet', 'requirement', 'suitable', 'using', 'agile', 'project']"
218,"['supercomputer', 'simulation', 'nondestructive', 'tomographic', 'imaging', 'rotating', 'transducer', 'method', 'nondestructive', 'ultrasound', 'tomographic', 'imaging', 'employing', 'rotating', 'transducer', 'system', 'proposed', 'rotating', 'transducer', 'system', 'increase', 'number', 'emitter', 'detector', 'tomographic', 'scheme', 'several', 'time', 'make', 'possible', 'neutralize', 'image', 'artifact', 'resulting', 'incomplete-data', 'tomography', 'inverse', 'problem', 'tomographic', 'reconstructing', 'velocity', 'structure', 'inside', 'inspected', 'object', 'considered', 'nonlinear', 'coefficient', 'inverse', 'problem', 'scalar', 'wave', 'equation', 'scalable', 'iterative', 'algorithm', 'reconstructing', 'longitudinal', 'wave', 'velocity', 'inside', 'object', 'discussed', 'method', 'based', 'explicit', 'representation', 'gradient', 'residual', 'functional', 'algorithm', 'employ', 'parallelizing', 'computation', 'emitter', 'position', 'numerical', 'simulation', 'performed', 'lomonosov-2', 'supercomputer', 'showed', 'tomographic', 'method', 'developed', 'detect', 'boundary', 'defect', 'also', 'determine', 'wave', 'velocity', 'distribution', 'inside', 'defect', 'high', 'accuracy', 'provided', 'reflected', 'transmitted', 'wave', 'registered']"
220,"['reverse', 'mapping', 'algorithm', 'multi-scale', 'numerical', 'simulation', 'polylactic', 'acid', 'algorithm', 'proposed', 'convert', 'coarse-grained', 'a-graft-b', 'model', 'polylactic', 'acid', 'atomistic', 'representation', 'a-graft-b', 'model', 'atom', 'backbone', 'mapped', 'onto', 'bead', 'form', 'linear', 'backbone', 'coarse-grained', 'macromolecule', 'methyl', 'group', 'mapped', 'onto', 'b', 'side', 'pendant', 'algorithm', 'restores', 'atomic', 'position', 'based', 'position', 'coarse-grained', 'bead', 'help', 'pre-defined', 'chain', 'fragment', 'called', 'template', 'dimension', 'template', 'adjusted', 'affine', 'transformation', 'ensure', 'coincidence', 'backbone', 'coarse-grained', 'atomistic', 'representation', 'transition', 'coarse-grained', 'atomistic', 'model', 'conserve', 'information', 'fine', 'structure', 'polymer', 'chain', 'restored', 'configuration', 'suitable', 'molecular-dynamic', 'simulation', 'atomistic', 'coarse-grained', 'representation', 'require', 'standard', 'gromacs', 'software', 'algorithm', 'used', 'reverse', 'mapping', 'a-graft-b', 'polymer', 'model']"
221,"['supercomputer', 'technology', 'tool', 'high-resolution', 'atmospheric', 'modelling', 'towards', 'climatological', 'timescales', 'estimation', 'recent', 'future', 'climate', 'change', 'important', 'challenge', 'modern', 'earth', 'science', 'numerical', 'climate', 'model', 'essential', 'tool', 'field', 'research', 'however', 'modelling', 'result', 'highly', 'sensitive', 'spatial', 'resolution', 'model', 'climate', 'change', 'study', 'utilize', 'global', 'atmospheric', 'model', 'grid', 'cell', 'size', 'ten', 'kilometre', 'high-resolution', 'mesoscale', 'model', 'much', 'detailed', 'require', 'significantly', 'computational', 'resource', 'application', 'high-resolution', 'model', 'climate', 'study', 'usually', 'limited', 'regional', 'simulation', 'relatively', 'short', 'timespan', 'paper', 'consider', 'experience', 'long-term', 'regional', 'climate', 'study', 'based', 'mesoscale', 'modelling', 'example', 'urban', 'climate', 'study', 'extreme', 'wind', 'assessment', 'demonstrate', 'principle', 'advantage', 'long-term', 'high-resolution', 'simulation', 'carried', 'modern', 'supercomputer']"
222,"['supercomputer', 'simulation', 'fluid-structure', 'interaction', 'problem', 'using', 'immersed', 'boundary', 'method', 'paper', 'describes', 'supercomputer', 'application', 'simulation', 'fluid-structure', 'interaction', 'problem', 'compressible', 'flow', 'solver', 'based', 'high-accuracy', 'scheme', 'unstructured', 'hybrid', 'mesh', 'considered', 'combine', 'immersed', 'boundary', 'method', 'dynamic', 'mesh', 'adaptation', 'method', 'order', 'represent', 'motion', 'solid', 'object', 'turbulent', 'flow', 'use', 'immersed', 'boundary', 'allows', 'dynamically', 'adapt', 'mesh', 'resolution', 'near', 'moving', 'solid', 'surface', 'without', 'changing', 'mesh', 'topology', 'multilevel', 'mpi', '+', 'openmp', 'parallelization', 'component', 'fit', 'well', 'architecture', 'modern', 'cluster', 'system', 'proposed', 'implementation', 'engage', 'thousand', 'cpu', 'core', 'one', 'simulation', 'efficiently', 'example', 'application', 'presented', 'high-speed', 'turbulent', 'flow', 'around', 'cavity', 'deflector', 'simulated']"
224,"['test', 'computational', 'approach', 'gold-thiolate', 'cluster', 'calculation', 'high-level', 'procedure', 'mp2', 'ccsd', 'ccsd', 'reliable', 'experimental', 'data', 'used', 'ass', 'performance', 'variety', 'exchange-correlation', 'functionals', 'calculation', 'structure', 'energy', 'small', 'model', 'thiolate-protected', 'gold', 'cluster', 'cluster', 'represent', 'rather', 'complicated', 'object', 'examination', 'therefore', 'simple', 'model', 'including', 'au2', 'au', 'considered', 'find', 'appropriate', 'method', 'calculate', 'au-au', 'au-s', 'interaction', 'protected', 'cluster', 'mean', 'unsigned', 'error', 'quantum', 'chemical', 'method', 'evaluated', 'via', 'reliable', 'experimental', 'bond', 'distance', 'dissociation', 'energy', 'au2', 'au', 'based', 'calculation', 'svwn5', 'tpss+d3', 'pbe96+d3', 'pbe0+d3', 'found', 'give', 'reliable', 'result', 'recommended', 'calculation', 'structure', 'property', 'thiolate-protected', 'gold', 'cluster', 'influence', 'relativistic', 'correction', 'calculated', 'dirac-coulomb-breit', 'framework', 'inclusion', 'dispersion', 'correction', 'structure', 'energy', 'thiolate-protected', 'gold', 'cluster', 'analyzed']"
225,"['supercomputer', 'modeling', 'dual-site', 'acetylcholinesterase', 'ache', 'inhibition', 'molecular', 'docking', 'one', 'popular', 'tool', 'molecular', 'modeling', 'however', 'certain', 'case', 'like', 'development', 'inhibitor', 'cholinesterase', 'therapeutic', 'agent', 'alzheimer', ""'s"", 'disease', 'many', 'aspect', 'taken', 'account', 'achieve', 'accurate', 'docking', 'result', 'simple', 'molecular', 'docking', 'popular', 'software', 'standard', 'protocol', 'personal', 'computer', 'sucient', 'however', 'quite', 'often', 'result', 'irrelevant', 'due', 'complex', 'biochemistry', 'biophysics', 'cholinesterase', 'computational', 'research', 'supported', 'quantum', 'mechanic', 'qm', 'molecular', 'dynamic', 'md', 'calculation', 'requires', 'use', 'supercomputer', 'experimental', 'study', 'inhibition', 'kinetics', 'discriminate', 'dierent', 'type', 'inhibitionвђ', '”', 'competitive', 'non-competitive', 'mixed', 'typeвђ', '”', 'quite', 'helpful', 'assessment', 'docking', 'result', 'consider', 'inhibition', 'human', 'acetylcholinesterase', 'ache', 'conjugate', 'mb', '2,8-dimethyl-tetrahydro-y-carboline', 'study', 'interaction', 'ache', 'relation', 'experimental', 'data', 'use', 'example', 'elucidate', 'crucial', 'point', 'reliable', 'docking', 'study', 'bulky', 'ache', 'inhibitor', 'molecular', 'docking', 'result', 'found', 'extremely', 'sensitive', 'choice', 'x-ray', 'ache', 'structure', 'docking', 'target', 'scheme', 'selected', 'distribution', 'partial', 'atomic', 'charge', 'demonstrated', 'exible', 'docking', 'used', 'additional', 'caution', 'certain', 'protein', 'conformational', 'change', 'might', 'correspond', 'available', 'x-ray', 'md', 'data']"
